_id;id_local;id_distrito_local;desc_distrito_local;desc_barrio_local;Nombre;id_periodo_terraza;desc_periodo_terraza;DESC_CLASE;DESC_NOMBRE;;;;;;;;
1900;270419125;12;USERA               ;ORCASITAS           ;CAFETERIA PAQUI;2;Estacional;CALLE                   ;GRAN AVENIDA                                      ;;;;;;;;
1905;270527491;1;CENTRO              ;UNIVERSIDAD         ;EL RINCON DE PEZ;1;Anual;CALLE                   ;PEZ                                               ;;;;;;;;
1915;270527005;12;USERA               ;ORCASITAS           ;LA PE?A SORIANA CERVECERIA;1;Anual;CALLE                   ;ORDICIA                                           ;;;;;;;;
1916;280053530;11;CARABANCHEL         ;SAN ISIDRO          ;HELADOS ITALIANOS TOZZI;2;Estacional;CALLE                   ;GENERAL RICARDOS                                  ;;;;;;;;
1917;270053142;1;CENTRO              ;SOL                 ;SIN ESPECIFICAR;1;Anual;CALLE                   ;CAVA DE SAN MIGUEL                                ;;;;;;;;
1919;270193516;1;CENTRO              ;SOL                 ;CAFETERIA DIXEI BAR;1;Anual;CALLE                   ;ZARAGOZA                                          ;;;;;;;;
1921;270236600;5;CHAMARTIN           ;PROSPERIDAD         ;GF CRIADO MARISQUERIA;1;Anual;CALLE                   ;LOPEZ DE HOYOS                                    ;;;;;;;;
1923;280011317;1;CENTRO              ;SOL                 ;SHISHA;1;Anual;CALLE                   ;JACOMETREZO                                       ;;;;;;;;
1925;280011372;1;CENTRO              ;SOL                 ;CORNUCOPIA;1;Anual;CALLE                   ;NAVAS DE TOLOSA                                   ;;;;;;;;
1927;270367051;3;RETIRO              ;NI?O JESUS          ;COEUR D?AMANDE;1;Anual;CALLE                   ;DOCE DE OCTUBRE                                   ;;;;;;;;
1928;270059525;3;RETIRO              ;PACIFICO            ;DEPORTES PERISO;2;Estacional;CALLE                   ;CAVANILLES                                        ;;;;;;;;
1931;270549342;1;CENTRO              ;JUSTICIA            ;MUESTRA;1;Anual;PLAZA                   ;SANTA BARBARA                                     ;;;;;;;;
1934;10003297;1;CENTRO              ;CORTES              ;HOTEL MELIA;1;Anual;PLAZA                   ;ANGEL                                             ;;;;;;;;
1935;10001180;1;CENTRO              ;SOL                 ;100 MONTADITOS;1;Anual;CALLE                   ;COLOREROS                                         ;;;;;;;;
1936;270524297;1;CENTRO              ;PALACIO             ;LA LONJA;1;Anual;PLAZA                   ;ORIENTE                                           ;;;;;;;;
1937;280011235;1;CENTRO              ;UNIVERSIDAD         ;EL BUDA FELIZ;1;Anual;CALLE                   ;TUDESCOS                                          ;;;;;;;;
1938;270051443;1;CENTRO              ;SOL                 ;CASA VALI?O;1;Anual;CALLE                   ;CONCHAS                                           ;;;;;;;;
1939;270230214;1;CENTRO              ;EMBAJADORES         ;BOABAD RESTAURANTE;2;Estacional;CALLE                   ;CABESTREROS                                       ;;;;;;;;
1940;10000325;1;CENTRO              ;PALACIO             ;NEMRUT KEBAB PIZZA;1;Anual;CALLE                   ;VERGARA                                           ;;;;;;;;
1942;280011398;1;CENTRO              ;SOL                 ;100 MONTADITOS;1;Anual;CALLE                   ;MONTERA                                           ;;;;;;;;
1943;270053121;1;CENTRO              ;SOL                 ;RESTAURANTE TINEO;1;Anual;CALLE                   ;TOLEDO                                            ;;;;;;;;
1944;270527678;1;CENTRO              ;PALACIO             ;MAXIMILIAN;1;Anual;CALLE                   ;SANTIAGO                                          ;;;;;;;;
1945;280011897;1;CENTRO              ;SOL                 ;RESTAURANTE CASA LABRA;1;Anual;CALLE                   ;TETUAN                                            ;;;;;;;;
1947;270049437;1;CENTRO              ;UNIVERSIDAD         ;BASS LUPULO;1;Anual;CALLE                   ;SERRANO JOVER                                     ;;;;;;;;
1948;40000395;4;SALAMANCA           ;GUINDALERA          ;TRESS PUB                                         ;2;Estacional;CALLE                   ;MARTINEZ IZQUIERDO                                ;;;;;;;;
1950;280007766;1;CENTRO              ;PALACIO             ;TOMA JAMON;1;Anual;CARRERA                 ;SAN FRANCISCO                                     ;;;;;;;;
1951;270529780;1;CENTRO              ;PALACIO             ;ALHAMBRA CERVEZAS;1;Anual;CUESTA                  ;SANTO DOMINGO                                     ;;;;;;;;
1953;80001071;8;FUENCARRAL-EL PARDO ;VALVERDE            ;VOLAPIE;1;Anual;CALLE                   ;FEDERICO MOMPOU                                   ;;;;;;;;
1955;270535481;8;FUENCARRAL-EL PARDO ;VALVERDE            ;CERVECERIA 100 MONTADITOS;1;Anual;AVENIDA                 ;CAMINO DE SANTIAGO                                ;;;;;;;;
1959;270529817;8;FUENCARRAL-EL PARDO ;MIRASIERRA          ;CALA MILLOR PASTELER?A;1;Anual;CALLE                   ;CERRO MINGUETE                                    ;;;;;;;;
1962;270543395;8;FUENCARRAL-EL PARDO ;VALVERDE            ;BEEFCIUS, S.L.;1;Anual;CALLE                   ;FROMISTA                                          ;;;;;;;;
1963;270130393;8;FUENCARRAL-EL PARDO ;EL PILAR            ;R?TULO NO INFORMADO;1;Anual;CALLE                   ;GINZO DE LIMIA                                    ;;;;;;;;
1964;270359055;8;FUENCARRAL-EL PARDO ;LA PAZ              ;LIZARRAN;1;Anual;CALLE                   ;GINZO DE LIMIA                                    ;;;;;;;;
1967;80001221;8;FUENCARRAL-EL PARDO ;EL PILAR            ;ROSCA PIZZA;1;Anual;AVENIDA                 ;MONFORTE DE LEMOS                                 ;;;;;;;;
1968;280048233;8;FUENCARRAL-EL PARDO ;PE?A GRANDE         ;LA COSTA;1;Anual;AVENIDA                 ;MONFORTE DE LEMOS                                 ;;;;;;;;
1969;270034576;8;FUENCARRAL-EL PARDO ;EL PILAR            ;BAR SIG?ENZA / LOCAL L-20;1;Anual;CALLE                   ;SARRIA                                            ;;;;;;;;
1971;280048623;8;FUENCARRAL-EL PARDO ;VALVERDE            ;RESTAURANTE;1;Anual;CALLE                   ;MIRALLOS                                          ;;;;;;;;
1974;270261784;8;FUENCARRAL-EL PARDO ;EL PILAR            ;CERVECERIA GA-MA;1;Anual;CALLE                   ;PUENTEDEUME                                       ;;;;;;;;
1975;270248632;8;FUENCARRAL-EL PARDO ;PE?A GRANDE         ;CAFETERIA ANPE MARISQUERIA;1;Anual;PLAZA                   ;PE?A HORCAJO                                      ;;;;;;;;
1976;270130502;8;FUENCARRAL-EL PARDO ;EL PILAR            ;CERVECERIA LAS VEGAS;1;Anual;PLAZA                   ;CORCUBION                                         ;;;;;;;;
1977;270400244;8;FUENCARRAL-EL PARDO ;EL PILAR            ;EL RINCON GOURMET;1;Anual;CALLE                   ;GINZO DE LIMIA                                    ;;;;;;;;
1979;270479594;8;FUENCARRAL-EL PARDO ;EL PILAR            ;LA TOSTADERIA DE ALTAMIRA;1;Anual;AVENIDA                 ;EL FERROL                                         ;;;;;;;;
1980;80001007;8;FUENCARRAL-EL PARDO ;MIRASIERRA          ;EL MONASTERIO;1;Anual;CALLE                   ;MONASTERIOS DE SUSO Y YUSO                        ;;;;;;;;
1981;270539729;8;FUENCARRAL-EL PARDO ;VALVERDE            ;EL CA?ON;1;Anual;CALLE                   ;ISABEL COLBRAND                                   ;;;;;;;;
1983;280048981;8;FUENCARRAL-EL PARDO ;MIRASIERRA          ;MCDONALDS;1;Anual;AVENIDA                 ;MONTECARMELO                                      ;;;;;;;;
1984;280048080;8;FUENCARRAL-EL PARDO ;EL PILAR            ;BAR PIZZERIA PIZZA TI AMO;1;Anual;CALLE                   ;MELCHOR FERNANDEZ ALMAGRO                         ;;;;;;;;
1985;270527928;8;FUENCARRAL-EL PARDO ;PE?A GRANDE         ;BAR GRANADA;2;Estacional;PLAZA                   ;PE?A HORCAJO                                      ;;;;;;;;
1986;285016776;8;FUENCARRAL-EL PARDO ;EL GOLOSO           ;RESTAURANTE MONTECARMELO;2;Estacional;AVENIDA                 ;MONASTERIO DE EL ESCORIAL                         ;;;;;;;;
1987;280048618;8;FUENCARRAL-EL PARDO ;MIRASIERRA          ;EL PESCADOR;1;Anual;CALLE                   ;MONASTERIO DE LAS HUELGAS                         ;;;;;;;;
1988;270478409;8;FUENCARRAL-EL PARDO ;EL PILAR            ;TRES X TRES;2;Estacional;CALLE                   ;PUENTEDEUME                                       ;;;;;;;;
1989;285016773;8;FUENCARRAL-EL PARDO ;EL GOLOSO           ;BERGUE DELICATESSEN;1;Anual;CALLE                   ;MONASTERIO DE LIEBANA                             ;;;;;;;;
1990;270359027;8;FUENCARRAL-EL PARDO ;EL PARDO            ;RESTAURANTE FLORA BARRAGAN;1;Anual;CALLE                   ;REGIMIENTO                                        ;;;;;;;;
1991;270127299;8;FUENCARRAL-EL PARDO ;EL PARDO            ;LA PLAZA;1;Anual;PLAZA                   ;EL PARDO                                          ;;;;;;;;
1992;280048984;8;FUENCARRAL-EL PARDO ;EL GOLOSO           ;LA BELLA ANNA;1;Anual;CALLE                   ;MONASTERIO DE LAS BATUECAS                        ;;;;;;;;
1993;280048570;8;FUENCARRAL-EL PARDO ;VALVERDE            ;EL PESCADOR;1;Anual;GLORIETA                ;MONTE DEL GOZO                                    ;;;;;;;;
1994;280046717;8;FUENCARRAL-EL PARDO ;PE?A GRANDE         ;BAR LA JAULA DEL CANARIO;1;Anual;CALLE                   ;ISLAS ALEUTIANAS                                  ;;;;;;;;
1995;270548018;8;FUENCARRAL-EL PARDO ;EL GOLOSO           ;LA RETAHILA;1;Anual;AVENIDA                 ;MONASTERIO DE EL ESCORIAL                         ;;;;;;;;
1996;270536796;8;FUENCARRAL-EL PARDO ;VALVERDE            ;CERVECERIA ALTO TAJO;1;Anual;AVENIDA                 ;CAMINO DE SANTIAGO                                ;;;;;;;;
1998;280048923;8;FUENCARRAL-EL PARDO ;EL GOLOSO           ;FORMENTERA;2;Estacional;AVENIDA                 ;MONASTERIO DE EL ESCORIAL                         ;;;;;;;;
1999;80001030;8;FUENCARRAL-EL PARDO ;EL PILAR            ;R?TULO NO INFORMADO;1;Anual;CALLE                   ;GINZO DE LIMIA                                    ;;;;;;;;
2000;270554239;8;FUENCARRAL-EL PARDO ;MIRASIERRA          ;BAR CAFETERIA BALBOA / LOCAL 6-7;1;Anual;CALLE                   ;PE?A DEL AGUILA                                   ;;;;;;;;
2001;80001248;8;FUENCARRAL-EL PARDO ;VALVERDE            ;MCDONALD'S  -REPSOL LAS TABLAS-;1;Anual;CALLE                   ;ABETAL                                            ;;;;;;;;
2004;270543240;8;FUENCARRAL-EL PARDO ;VALVERDE            ;THE CHATTER CAFE;1;Anual;AVENIDA                 ;SANTO DOMINGO DE LA CALZADA                       ;;;;;;;;
2005;270131993;8;FUENCARRAL-EL PARDO ;VALVERDE            ;BAR NOMAR I;1;Anual;AVENIDA                 ;CARDENAL HERRERA ORIA                             ;;;;;;;;
2007;270130732;8;FUENCARRAL-EL PARDO ;EL PILAR            ;BAR HIMALAYA;1;Anual;CALLE                   ;MELCHOR FERNANDEZ ALMAGRO                         ;;;;;;;;
2008;280047830;8;FUENCARRAL-EL PARDO ;EL PILAR            ;LA TABERNA EXTREME?A;1;Anual;CALLE                   ;MELCHOR FERNANDEZ ALMAGRO                         ;;;;;;;;
2009;280047277;8;FUENCARRAL-EL PARDO ;EL PILAR            ;CAFETERIA IBIZA;1;Anual;CALLE                   ;CHANTADA                                          ;;;;;;;;
2011;270540253;8;FUENCARRAL-EL PARDO ;EL GOLOSO           ;EL CABAS;1;Anual;AVENIDA                 ;MONASTERIO DE SILOS                               ;;;;;;;;
2012;285016382;8;FUENCARRAL-EL PARDO ;PE?A GRANDE         ;BAR EL ROMPIDO;1;Anual;CAMINO                  ;GANAPANES                                         ;;;;;;;;
2014;270452788;8;FUENCARRAL-EL PARDO ;EL PILAR            ;UCEDA;1;Anual;AVENIDA                 ;MONFORTE DE LEMOS                                 ;;;;;;;;
2015;280048116;8;FUENCARRAL-EL PARDO ;VALVERDE            ;BAR LOS ANGELES;1;Anual;CALLE                   ;ISABEL COLBRAND                                   ;;;;;;;;
2016;270132002;8;FUENCARRAL-EL PARDO ;VALVERDE            ;RESTAURANTE ACAPULCO;1;Anual;CALLE                   ;NUESTRA SE?ORA DE VALVERDE                        ;;;;;;;;
2017;280048926;8;FUENCARRAL-EL PARDO ;EL GOLOSO           ;BARRA DE PINTXOS;1;Anual;AVENIDA                 ;MONASTERIO DE EL ESCORIAL                         ;;;;;;;;
2019;270373872;8;FUENCARRAL-EL PARDO ;PE?A GRANDE         ;BAR NUEVO G. ARMENDARIZ;1;Anual;CALLE                   ;RAMON GOMEZ DE LA SERNA                           ;;;;;;;;
2021;270442724;13;PUENTE DE VALLECAS  ;ENTREVIAS           ;RESTAURANTE PARRILLA LOS GIRASOLES;2;Estacional;CALLE                   ;PEIRONCELY                                        ;;;;;;;;
2023;270356362;8;FUENCARRAL-EL PARDO ;PE?A GRANDE         ;MESON LOS GRANAINOS;2;Estacional;CALLE                   ;LACOMA                                            ;;;;;;;;
2024;270531276;8;FUENCARRAL-EL PARDO ;VALVERDE            ;QUEEN - FOOD AND MUSIC;1;Anual;CALLE                   ;CASTIELLO DE JACA                                 ;;;;;;;;
2026;270530525;8;FUENCARRAL-EL PARDO ;VALVERDE            ;CARDE?O TABERNA;1;Anual;CALLE                   ;MARIA TUBAU                                       ;;;;;;;;
2027;285016383;8;FUENCARRAL-EL PARDO ;PE?A GRANDE         ;CAFETERIA;1;Anual;CAMINO                  ;GANAPANES                                         ;;;;;;;;
2029;270314639;8;FUENCARRAL-EL PARDO ;EL PILAR            ;CAFETERIA ROSI;1;Anual;CALLE                   ;PONFERRADA                                        ;;;;;;;;
2030;270397555;13;PUENTE DE VALLECAS  ;PORTAZGO            ;BAR LA GOLONDRINA              ;1;Anual;CALLE                   ;HUMANES                                           ;;;;;;;;
2031;270539961;12;USERA               ;ORCASUR             ;CERVECERIA EL ESTUDIANTE;2;Estacional;CALLE                   ;DULCE                                             ;;;;;;;;
2032;270035043;12;USERA               ;ORCASITAS           ;BAR MAC-GREGOR;2;Estacional;PLAZA                   ;SOLIDARIDAD                                       ;;;;;;;;
2036;270406878;1;CENTRO              ;JUSTICIA            ;GRAN CAFE DE GIJON;1;Anual;PASEO                   ;RECOLETOS                                         ;;;;;;;;
2037;270538569;1;CENTRO              ;SOL                 ;LA CASA DEL ABUELO;1;Anual;CALLE                   ;TOLEDO                                            ;;;;;;;;
2038;10000003;1;CENTRO              ;JUSTICIA            ;VITACA;1;Anual;CALLE                   ;BARCELO                                           ;;;;;;;;
2039;270042845;1;CENTRO              ;CORTES              ; LOS ROTOS ;1;Anual;CALLE                   ;HUERTAS                                           ;;;;;;;;
2041;280007579;1;CENTRO              ;PALACIO             ;LA TOMASA;1;Anual;CALLE                   ;CAVA BAJA                                         ;;;;;;;;
2042;270530885;1;CENTRO              ;UNIVERSIDAD         ;LA VENGANZA DE MELINCHE;1;Anual;CALLE                   ;DUQUE DE OSUNA                                    ;;;;;;;;
2043;270533706;1;CENTRO              ;PALACIO             ;MESON EL JAMON DE GRANVIA;1;Anual;CALLE                   ;GRAN VIA                                          ;;;;;;;;
2044;280007430;1;CENTRO              ;PALACIO             ;PAMPLINAS;1;Anual;CALLE                   ;SANTIAGO                                          ;;;;;;;;
2045;285003552;1;CENTRO              ;UNIVERSIDAD         ;EL BIGOTE DEL GRECO;1;Anual;CALLE                   ;RUIZ                                              ;;;;;;;;
2047;270538448;15;CIUDAD LINEAL       ;CONCEPCION          ;BANDER?N Y MUESTRA DE VINILO;1;Anual;AVENIDA                 ;DONOSTIARRA                                       ;;;;;;;;
2050;270433315;1;CENTRO              ;PALACIO             ;CAFE VERGARA;1;Anual;CALLE                   ;VERGARA                                           ;;;;;;;;
2051;180000235;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;BAR CERVECERIA REMO;1;Anual;CALLE                   ;VILLACA?AS                                        ;;;;;;;;
2052;270268033;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;BAR CON COCINA;2;Estacional;CALLE                   ;NUESTRA SE?ORA DE LA TORRE                        ;;;;;;;;
2054;280050444;12;USERA               ;MOSCARDO            ;AMISTAD;2;Estacional;CALLE                   ;SAN FILIBERTO                                     ;;;;;;;;
2055;280051185;12;USERA               ;SAN FERMIN          ;BAR MATY CAFETERIA;1;Anual;CALLE                   ;RUTILO                                            ;;;;;;;;
2057;270130743;8;FUENCARRAL-EL PARDO ;EL PILAR            ;BAR JJ HERRANZ;1;Anual;CALLE                   ;MELCHOR FERNANDEZ ALMAGRO                         ;;;;;;;;
2059;270431365;8;FUENCARRAL-EL PARDO ;EL PILAR            ;EL HAYEDO DE JOSE;1;Anual;AVENIDA                 ;MONFORTE DE LEMOS                                 ;;;;;;;;
2061;180000484;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;BAR-CAFETERIA FUENTIDUE?A                         ;1;Anual;CALLE                   ;FUENTIDUE?A                                       ;;;;;;;;
2065;270346358;18;VILLA DE VALLECAS   ;SANTA EUGENIA       ;BAR LA VIA;1;Anual;AVENIDA                 ;SANTA EUGENIA                                     ;;;;;;;;
2066;180001085;18;VILLA DE VALLECAS   ;ENSANCHE DE VALLECAS;BAR-RESTAURANTE COME Y CALLA;2;Estacional;AVENIDA                 ;ENSANCHE DE VALLECAS                              ;;;;;;;;
2067;270526857;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;EL ESQUINAZO;1;Anual;CALLE                   ;SIERRA DEL TORCAL                                 ;;;;;;;;
2068;270435540;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;CAFETERIA AVENIDA;1;Anual;PASEO                   ;FEDERICO GARCIA LORCA                             ;;;;;;;;
2069;180000229;18;VILLA DE VALLECAS   ;SANTA EUGENIA       ;LLOPPIS;2;Estacional;CALLE                   ;ENRIQUE GARCIA ALVAREZ                            ;;;;;;;;
2070;180000458;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;FUENTE LAS CANALEJAS;2;Estacional;CALLE                   ;CONGOSTO                                          ;;;;;;;;
2071;285032625;18;VILLA DE VALLECAS   ;ENSANCHE DE VALLECAS;EL BOULEVAR;1;Anual;CALLE                   ;MARTIN MU?OZ DE LAS POSADAS                       ;;;;;;;;
2072;270535225;15;CIUDAD LINEAL       ;VENTAS              ;TENDIDO 11 TABERNA;1;Anual;CALLE                   ;ALCALA                                            ;;;;;;;;
2074;150000605;15;CIUDAD LINEAL       ;CONCEPCION          ;EL CENADOR DE JULIA;1;Anual;CALLE                   ;ALCALA                                            ;;;;;;;;
2075;270172667;15;CIUDAD LINEAL       ;CONCEPCION          ;BELMARI;1;Anual;CALLE                   ;ALCALA                                            ;;;;;;;;
2076;270168455;15;CIUDAD LINEAL       ;VENTAS              ;PATIO ANDALUZ DUNA;1;Anual;CALLE                   ;ALCALA                                            ;;;;;;;;
2077;270544045;15;CIUDAD LINEAL       ;QUINTANA            ;BAR DOCAMAR;1;Anual;CALLE                   ;ALCALA                                            ;;;;;;;;
2078;280072498;15;CIUDAD LINEAL       ;QUINTANA            ;LLAOLLAO;2;Estacional;CALLE                   ;ALCALA                                            ;;;;;;;;
2079;270540722;15;CIUDAD LINEAL       ;QUINTANA            ;IPANEMA;1;Anual;CALLE                   ;ALCALA                                            ;;;;;;;;
2080;150001063;15;CIUDAD LINEAL       ;QUINTANA            ;MONTYS ALCALA 381;1;Anual;CALLE                   ;ALCALA                                            ;;;;;;;;
2082;270331369;5;CHAMARTIN           ;CIUDAD JARDIN       ;HOME BURGUER BAR RESTAURANTE;1;Anual;CALLE                   ;PRINCIPE DE VERGARA                               ;;;;;;;;
2083;280051316;12;USERA               ;ORCASITAS           ;BAR CERVECERIA TOCARADA;1;Anual;CALLE                   ;DODGE                                             ;;;;;;;;
2084;270352722;4;SALAMANCA           ;CASTELLANA          ;DIEZ HOYOS;1;Anual;CALLE                   ;LOPEZ DE HOYOS                                    ;;;;;;;;
2085;180000177;18;VILLA DE VALLECAS   ;SANTA EUGENIA       ;BAR JAYSA;1;Anual;CALLE                   ;PUENTELARRA                                       ;;;;;;;;
2086;270542639;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;RESTAURANTE  EL MANTEL;2;Estacional;CALLE                   ;PUERTO DE GALAPAGAR                               ;;;;;;;;
2088;180000236;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;CERVECERIA DAVID E IVAN;1;Anual;CALLE                   ;CONGOSTO                                          ;;;;;;;;
2089;270185003;18;VILLA DE VALLECAS   ;SANTA EUGENIA       ;CAFETERIA MARVI (L-40);2;Estacional;CALLE                   ;VIRGEN DE LAS VI?AS                               ;;;;;;;;
2092;270538377;3;RETIRO              ;PACIFICO            ;DONER KEBAAB MADRID;2;Estacional;CALLE                   ;CAVANILLES                                        ;;;;;;;;
2094;270281283;3;RETIRO              ;PACIFICO            ;BAR LUVI;2;Estacional;AVENIDA                 ;CIUDAD DE BARCELONA                               ;;;;;;;;
2095;30000531;3;RETIRO              ;PACIFICO            ;LA MONUMENTAL;1;Anual;CALLE                   ;CARIDAD                                           ;;;;;;;;
2096;270193581;2;ARGANZUELA          ;IMPERIAL            ;BAR JAIVIC;1;Anual;PASEO                   ;VIRGEN DEL PUERTO                                 ;;;;;;;;
2097;270250131;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;EL GLOBO;2;Estacional;CALLE                   ;GAVIA SECA                                        ;;;;;;;;
2098;180000266;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;BAR RESTAURANTE CONGOSTO 47;1;Anual;CALLE                   ;CONGOSTO                                          ;;;;;;;;
2099;270303325;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;BAR AGAVEL CAFETERIA;2;Estacional;CALLE                   ;SIERRA GADOR                                      ;;;;;;;;
2100;180000344;18;VILLA DE VALLECAS   ;SANTA EUGENIA       ;CAFETERIA LIBRA;1;Anual;CALLE                   ;VIRGEN DE LAS VI?AS                               ;;;;;;;;
2101;270184608;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;RESTAURANTE MAR ABIERTO;2;Estacional;CALLE                   ;MONTES ALBERES                                    ;;;;;;;;
2102;180001049;18;VILLA DE VALLECAS   ;ENSANCHE DE VALLECAS;TELEPIZZA;2;Estacional;CALLE                   ;JOSE GUTIERREZ MAROTO                             ;;;;;;;;
2103;270300487;18;VILLA DE VALLECAS   ;SANTA EUGENIA       ;MESON REMO;2;Estacional;CALLE                   ;POZA DE LA SAL                                    ;;;;;;;;
2104;270434863;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;LA CA?ADA;2;Estacional;CALLE                   ;PICOS DE URBION                                   ;;;;;;;;
2105;270437107;14;MORATALAZ           ;VINATEROS           ;BAR EL JULY                            ;1;Anual;CALLE                   ;CAMINO DE LOS VINATEROS                           ;;;;;;;;
2110;270495093;12;USERA               ;ORCASUR             ;EL RINCON DE ANDALUCIA II;1;Anual;CALLE                   ;CONIFERAS                                         ;;;;;;;;
2112;270530811;18;VILLA DE VALLECAS   ;ENSANCHE DE VALLECAS;EL SE?ORIO DE LAS SUERTES;1;Anual;CALLE                   ;CA?ADA DEL SANTISIMO                              ;;;;;;;;
2113;180000951;18;VILLA DE VALLECAS   ;ENSANCHE DE VALLECAS;PASTELERIA JARANDA;1;Anual;CALLE                   ;TALAMANCA DEL JARAMA                              ;;;;;;;;
2115;270405092;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;RESTAURANTE LA MERCED;2;Estacional;CALLE                   ;MANUEL VELEZ                                      ;;;;;;;;
2116;270322620;4;SALAMANCA           ;RECOLETOS           ;PANS & COMPANY;1;Anual;CALLE                   ;GOYA                                              ;;;;;;;;
2117;270226126;1;CENTRO              ;SOL                 ;EL CUCURUCHO DEL MAR;1;Anual;CALLE                   ;POSTIGO DE SAN MARTIN                             ;;;;;;;;
2118;280010220;1;CENTRO              ;JUSTICIA            ;BETI JAI;1;Anual;CALLE                   ;MEJIA LEQUERICA                                   ;;;;;;;;
2120;270348994;1;CENTRO              ;PALACIO             ;PLAZA RAMALES TOMA JAMON;1;Anual;PLAZA                   ;RAMALES                                           ;;;;;;;;
2121;280011526;1;CENTRO              ;SOL                 ;STAR STUDIO;2;Estacional;CALLE                   ;SALUD                                             ;;;;;;;;
2122;280007490;1;CENTRO              ;PALACIO             ;DRINK SANDWICHES;1;Anual;CALLE                   ;CAVA DE SAN MIGUEL                                ;;;;;;;;
2124;270367780;1;CENTRO              ;UNIVERSIDAD         ;NEVADO;1;Anual;PLAZA                   ;DOS DE MAYO                                       ;;;;;;;;
2125;280011560;1;CENTRO              ;SOL                 ;HOTEL VICTORIA 4;1;Anual;PASAJE                  ;MATHEU                                            ;;;;;;;;
2129;270537179;1;CENTRO              ;PALACIO             ;R?TULO NO INFORMADO;2;Estacional;CALLE                   ;SEGOVIA                                           ;;;;;;;;
2130;270541595;1;CENTRO              ;SOL                 ;CARPE DIEM;1;Anual;CALLE                   ;POSTIGO DE SAN MARTIN                             ;;;;;;;;
2138;150002123;15;CIUDAD LINEAL       ;PUEBLO NUEVO        ;BAR AL-JJ;2;Estacional;CALLE                   ;ESTEBAN COLLANTES                                 ;;;;;;;;
2139;270023804;15;CIUDAD LINEAL       ;PUEBLO NUEVO        ;CERVECERIA  SICANIA RESTAURANTE;1;Anual;CALLE                   ;ESTEBAN COLLANTES                                 ;;;;;;;;
2140;270169321;15;CIUDAD LINEAL       ;PUEBLO NUEVO        ;CASA JORGE;1;Anual;CALLE                   ;ESTEBAN COLLANTES                                 ;;;;;;;;
2141;270170693;15;CIUDAD LINEAL       ;PUEBLO NUEVO        ;BAR FOCOS;1;Anual;CALLE                   ;ESTEBAN COLLANTES                                 ;;;;;;;;
2142;270540726;15;CIUDAD LINEAL       ;PUEBLO NUEVO        ;LOS CABALLEROS DE ?VILA;1;Anual;CALLE                   ;EZEQUIEL SOLANA                                   ;;;;;;;;
2143;270169926;15;CIUDAD LINEAL       ;PUEBLO NUEVO        ;LA FAMOSA CARNICER?A Y ALIMENTACI?N POLIVALENTE ;2;Estacional;CALLE                   ;EZEQUIEL SOLANA                                   ;;;;;;;;
2145;270328236;15;CIUDAD LINEAL       ;QUINTANA            ;CAFETERIA JOYMA;1;Anual;CALLE                   ;HERMANOS DE PABLO                                 ;;;;;;;;
2147;270533031;15;CIUDAD LINEAL       ;COSTILLARES         ;BAR L C;1;Anual;CALLE                   ;JAZMIN                                            ;;;;;;;;
2148;270176173;15;CIUDAD LINEAL       ;COSTILLARES         ;CAFETERIA JIMENEZ;1;Anual;CALLE                   ;JAZMIN                                            ;;;;;;;;
2149;270527064;15;CIUDAD LINEAL       ;COSTILLARES         ;EL RINCON DEL JAMON;1;Anual;CALLE                   ;JAZMIN                                            ;;;;;;;;
2150;280072564;15;CIUDAD LINEAL       ;CONCEPCION          ;CAFERERIA BAR LAS TRES CORONAS;1;Anual;CALLE                   ;JOSE DEL HIERRO                                   ;;;;;;;;
2151;150001960;15;CIUDAD LINEAL       ;QUINTANA            ;EL CASTILLO BAR CERVECERIA;1;Anual;CALLE                   ;HERMANOS DE PABLO                                 ;;;;;;;;
2152;270369967;11;CARABANCHEL         ;VISTA ALEGRE        ;LA PARADA;2;Estacional;AVENIDA                 ;NUESTRA SE?ORA DE FATIMA                          ;;;;;;;;
2154;285045103;15;CIUDAD LINEAL       ;PUEBLO NUEVO        ;SIN ROTULO;2;Estacional;CALLE                   ;BETANCUNIA                                        ;;;;;;;;
2157;280072533;15;CIUDAD LINEAL       ;QUINTANA            ;BAR RESTAURANTE LECHONA TAMAL Y MONDONGO;1;Anual;CALLE                   ;CONCEJAL JULIO GOMEZ                              ;;;;;;;;
2158;270478412;15;CIUDAD LINEAL       ;CONCEPCION          ;LA GIRALDA;2;Estacional;AVENIDA                 ;DONOSTIARRA                                       ;;;;;;;;
