_id;id_local;id_distrito_local;desc_distrito_local;desc_barrio_local;Nombre;id_periodo_terraza;desc_periodo_terraza;DESC_CLASE;DESC_NOMBRE;;;;;;;;
427;200000118;20;SAN BLAS-CANILLEJAS ;EL SALVADOR         ;MAR & YO;1;Anual;CALLE                   ;ALCALA                                            ;;;;;;;;
428;200001477;20;SAN BLAS-CANILLEJAS ;SIMANCAS            ;SANPAS;2;Estacional;CALLE                   ;ALCALA                                            ;;;;;;;;
429;270530271;20;SAN BLAS-CANILLEJAS ;CANILLEJAS          ;CAFETERIA ARUAL;2;Estacional;CALLE                   ;ALCALA                                            ;;;;;;;;
430;270477969;20;SAN BLAS-CANILLEJAS ;CANILLEJAS          ;CAFETERIA LA FLOR DE LIS;2;Estacional;CALLE                   ;ALCALA                                            ;;;;;;;;
432;270189108;20;SAN BLAS-CANILLEJAS ;CANILLEJAS          ;BAR SEOANE RESTAURANTE;2;Estacional;CALLE                   ;ALCALA                                            ;;;;;;;;
434;270480989;20;SAN BLAS-CANILLEJAS ;CANILLEJAS          ;EL RINCON LUSO BAR;1;Anual;CALLE                   ;ALCALA                                            ;;;;;;;;
436;270187385;20;SAN BLAS-CANILLEJAS ;HELLIN              ;CERVECERIA SANZ;1;Anual;CALLE                   ;ALCONERA                                          ;;;;;;;;
437;200001259;20;SAN BLAS-CANILLEJAS ;HELLIN              ;LAS ESTRELLAS;1;Anual;CALLE                   ;ALCONERA                                          ;;;;;;;;
438;200000314;20;SAN BLAS-CANILLEJAS ;HELLIN              ;CAFE BAR  TUPY II;2;Estacional;CALLE                   ;ALCONERA                                          ;;;;;;;;
439;270187559;20;SAN BLAS-CANILLEJAS ;AMPOSTA             ;BAR LA QUINTANA;2;Estacional;CALLE                   ;AMPOSTA                                           ;;;;;;;;
440;270187610;20;SAN BLAS-CANILLEJAS ;AMPOSTA             ;CAFETERIA SHIRAY;1;Anual;CALLE                   ;AMPOSTA                                           ;;;;;;;;
441;200000056;20;SAN BLAS-CANILLEJAS ;AMPOSTA             ;BAR LAS MARAVILLAS;2;Estacional;CALLE                   ;AMPOSTA                                           ;;;;;;;;
443;270225471;20;SAN BLAS-CANILLEJAS ;ARCOS               ;BAR BURGOS;1;Anual;CALLE                   ;APRENDICES                                        ;;;;;;;;
444;200000876;20;SAN BLAS-CANILLEJAS ;ARCOS               ;LA TOSTA CAFETERIA;1;Anual;CALLE                   ;AQUITANIA                                         ;;;;;;;;
445;270491876;20;SAN BLAS-CANILLEJAS ;ARCOS               ;DELICIAS Y TORTAZOS;1;Anual;CALLE                   ;AQUITANIA                                         ;;;;;;;;
447;270353391;13;PUENTE DE VALLECAS  ;PALOMERAS SURESTE   ;R?TULO NO INFORMADO;2;Estacional;CALLE                   ;FUENGIROLA                                        ;;;;;;;;
448;270091380;5;CHAMARTIN           ;HISPANOAMERICA      ;ASADOR LEKEITIO;2;Estacional;CALLE                   ;URUGUAY                                           ;;;;;;;;
449;280021159;5;CHAMARTIN           ;EL VISO             ;GELATERIA LA ROMANA;2;Estacional;PASEO                   ;LA HABANA                                         ;;;;;;;;
451;280065973;20;SAN BLAS-CANILLEJAS ;SIMANCAS            ;CAFETERIA OLIVAR BURGER;2;Estacional;CALLE                   ;ZUMEL                                             ;;;;;;;;
452;270187253;20;SAN BLAS-CANILLEJAS ;SIMANCAS            ;PELAEZ CERVECERIA;2;Estacional;CALLE                   ;ZARATAN                                           ;;;;;;;;
453;200001995;20;SAN BLAS-CANILLEJAS ;EL SALVADOR         ;BAR ROSZ;1;Anual;CALLE                   ;ALCALA                                            ;;;;;;;;
454;270457188;20;SAN BLAS-CANILLEJAS ;SIMANCAS            ;ALMETRO;1;Anual;CALLE                   ;ZARATAN                                           ;;;;;;;;
455;270451091;20;SAN BLAS-CANILLEJAS ;SIMANCAS            ;TABERNA LAS GEMELAS;2;Estacional;CALLE                   ;ZARATAN                                           ;;;;;;;;
456;270187251;20;SAN BLAS-CANILLEJAS ;SIMANCAS            ;FRUTAS Y VERDURAS MANOLIN;1;Anual;CALLE                   ;ZARATAN                                           ;;;;;;;;
457;270187108;20;SAN BLAS-CANILLEJAS ;SIMANCAS            ;BAR LA TABERNA;2;Estacional;CALLE                   ;VIRGEN DE LA OLIVA                                ;;;;;;;;
458;200000654;20;SAN BLAS-CANILLEJAS ;SIMANCAS            ;CERVECERIA EL TERMINO;1;Anual;CALLE                   ;VIRGEN DE LA OLIVA                                ;;;;;;;;
459;200001092;20;SAN BLAS-CANILLEJAS ;SIMANCAS            ;SAN JUDAS F.;2;Estacional;CALLE                   ;VIRGEN DE LA OLIVA                                ;;;;;;;;
460;270202175;20;SAN BLAS-CANILLEJAS ;SIMANCAS            ;CASA GARCIA;1;Anual;CALLE                   ;VIRGEN DE LA OLIVA                                ;;;;;;;;
462;270187817;20;SAN BLAS-CANILLEJAS ;ARCOS               ;CAFETERIA-CERVECERIA  VALENTIN;2;Estacional;AVENIDA                 ;GUADALAJARA                                       ;;;;;;;;
463;270327991;20;SAN BLAS-CANILLEJAS ;ROSAS               ;CASA EUROPA CERVECERIA RESTAURANTE;1;Anual;AVENIDA                 ;GUADALAJARA                                       ;;;;;;;;
466;200000905;20;SAN BLAS-CANILLEJAS ;SIMANCAS            ;MANHATTAN;1;Anual;CALLE                   ;SANTA LEONOR                                      ;;;;;;;;
467;200000352;20;SAN BLAS-CANILLEJAS ;ROSAS               ;CASA MANUELA;1;Anual;CALLE                   ;SOFIA                                             ;;;;;;;;
468;200001486;20;SAN BLAS-CANILLEJAS ;ROSAS               ;METROPOLI;1;Anual;CALLE                   ;SUECIA                                            ;;;;;;;;
469;270529172;20;SAN BLAS-CANILLEJAS ;ROSAS               ;PIAZZA ITALIA;1;Anual;CALLE                   ;SUECIA                                            ;;;;;;;;
470;200001245;20;SAN BLAS-CANILLEJAS ;ROSAS               ;CERVECER?A EL PE??N;1;Anual;CALLE                   ;SUECIA                                            ;;;;;;;;
471;200000783;20;SAN BLAS-CANILLEJAS ;ROSAS               ;LA TABERNA FANTASTICA;2;Estacional;CALLE                   ;SUECIA                                            ;;;;;;;;
474;200000816;20;SAN BLAS-CANILLEJAS ;CANILLEJAS          ;CAFETERIA  VAPORETTO;1;Anual;PLAZA                   ;VILLA DE CANILLEJAS                               ;;;;;;;;
475;270359578;20;SAN BLAS-CANILLEJAS ;SIMANCAS            ;EL RINCON DEL JAMON;1;Anual;CALLE                   ;VALDECANILLAS                                     ;;;;;;;;
476;270187032;20;SAN BLAS-CANILLEJAS ;SIMANCAS            ;LA LUMBRE;2;Estacional;CALLE                   ;VALDECANILLAS                                     ;;;;;;;;
477;270530266;20;SAN BLAS-CANILLEJAS ;ROSAS               ;CAFETERIA LA TRADICION;2;Estacional;CALLE                   ;SUECIA                                            ;;;;;;;;
478;200001275;20;SAN BLAS-CANILLEJAS ;SIMANCAS            ;RESTAURANTE;1;Anual;CALLE                   ;MIERES                                            ;;;;;;;;
480;270434272;8;FUENCARRAL-EL PARDO ;MIRASIERRA          ;TAT? G?TEAU;2;Estacional;CALLE                   ;CERRO MINGUETE                                    ;;;;;;;;
481;285016399;8;FUENCARRAL-EL PARDO ;VALVERDE            ;CERVECER?A BAMBERG;1;Anual;CALLE                   ;SAN JUAN DE ORTEGA                                ;;;;;;;;
484;270190198;21;BARAJAS             ;AEROPUERTO          ;BAR GOYA;2;Estacional;CALLE                   ;MEDINA DE POMAR                                   ;;;;;;;;
485;270553981;21;BARAJAS             ;CORRALEJOS          ;COZINA;1;Anual;PASEO                   ;DOCE ESTRELLAS                                    ;;;;;;;;
486;280007506;1;CENTRO              ;PALACIO             ;CANTINA LA TRAVIESA;1;Anual;CALLE                   ;CUCHILLEROS                                       ;;;;;;;;
487;270354508;17;VILLAVERDE          ;LOS ANGELES         ;FARAON;1;Anual;CALLE                   ;LA CORTE DE FARAON                                ;;;;;;;;
489;270076687;4;SALAMANCA           ;GUINDALERA          ;BAR SIDNEY;2;Estacional;CALLE                   ;FRANCISCO SILVELA                                 ;;;;;;;;
490;270541050;4;SALAMANCA           ;GOYA                ;LIZARRAN;1;Anual;AVENIDA                 ;FELIPE II                                         ;;;;;;;;
491;50001180;5;CHAMARTIN           ;HISPANOAMERICA      ;OFICINA DESPACHO TECNICO;1;Anual;AVENIDA                 ;ALBERTO ALCOCER                                   ;;;;;;;;
494;270491022;4;SALAMANCA           ;GUINDALERA          ;FRESNO;1;Anual;CALLE                   ;CONDE DE VILCHES                                  ;;;;;;;;
495;270244013;4;SALAMANCA           ;GOYA                ;EL RINCON DE DALI;1;Anual;CALLE                   ;FERNAN GONZALEZ                                   ;;;;;;;;
497;270377715;4;SALAMANCA           ;GOYA                ;LA JARRA Y LA PIPA;1;Anual;CALLE                   ;ALCALA                                            ;;;;;;;;
500;270362232;4;SALAMANCA           ;LISTA               ;CAFETERIA CASTILLA;2;Estacional;CALLE                   ;FRANCISCO SILVELA                                 ;;;;;;;;
503;40002353;4;SALAMANCA           ;GOYA                ;MANDARIZ CAFE;1;Anual;AVENIDA                 ;FELIPE II                                         ;;;;;;;;
504;270492263;2;ARGANZUELA          ;PALOS DE MOGUER     ;CASA EGIDO;1;Anual;CALLE                   ;GENERAL LACY                                      ;;;;;;;;
505;270478944;2;ARGANZUELA          ;CHOPERA             ;RESTAURANTE EL LUCA;1;Anual;PLAZA                   ;GENERAL MAROTO                                    ;;;;;;;;
506;20001104;2;ARGANZUELA          ;LEGAZPI             ;NEMRUT D?NER KEBAP;1;Anual;PASEO                   ;MOLINO                                            ;;;;;;;;
507;280017942;2;ARGANZUELA          ;PALOS DE MOGUER     ;EL PRINCIPADO;1;Anual;CALLE                   ;MURCIA                                            ;;;;;;;;
508;285005703;2;ARGANZUELA          ;DELICIAS            ;PAQUITA BAR RESTAURANTE;1;Anual;CALLE                   ;ORIANA                                            ;;;;;;;;
510;20000904;2;ARGANZUELA          ;IMPERIAL            ;EL CHISCON;2;Estacional;CALLE                   ;SAN EPIFANIO                                      ;;;;;;;;
511;270484266;2;ARGANZUELA          ;IMPERIAL            ;OBREOGAN;1;Anual;CALLE                   ;JUAN DUQUE                                        ;;;;;;;;
512;270501894;20;SAN BLAS-CANILLEJAS ;ROSAS               ;LA CRIBA CERVECERIA;1;Anual;CALLE                   ;CRACOVIA                                          ;;;;;;;;
513;270480143;13;PUENTE DE VALLECAS  ;PALOMERAS SURESTE   ;CAFETERIA MER-K;2;Estacional;CALLE                   ;GERARDO DIEGO                                     ;;;;;;;;
515;280018516;2;ARGANZUELA          ;ACACIAS             ;LA ORIENTAL EDELWEISS;2;Estacional;PASEO                   ;YESERIAS                                          ;;;;;;;;
516;20000005;2;ARGANZUELA          ;DELICIAS            ;RESTAURANTE DOMINGUEZ BAR;2;Estacional;PASEO                   ;DELICIAS                                          ;;;;;;;;
517;20000582;2;ARGANZUELA          ;PALOS DE MOGUER     ;VEN Y VERAS;1;Anual;PASEO                   ;SANTA MARIA DE LA CABEZA                          ;;;;;;;;
519;290000070;4;SALAMANCA           ;CASTELLANA          ;MAMA NO LO SABE;1;Anual;CALLE                   ;CASTELLO                                          ;;;;;;;;
520;50000971;5;CHAMARTIN           ;EL VISO             ;FIAT CAFE;1;Anual;CALLE                   ;SERRANO                                           ;;;;;;;;
522;285020496;10;LATINA              ;PUERTA DEL ANGEL    ;BAR;1;Anual;AVENIDA                 ;PORTUGAL                                          ;;;;;;;;
523;100001049;10;LATINA              ;PUERTA DEL ANGEL    ;CAFETERIA, PANADERIA, PASTELERIA;1;Anual;PASEO                   ;EXTREMADURA                                       ;;;;;;;;
525;270525122;10;LATINA              ;LAS AGUILAS         ;CERVECERIA GAMBRINUS ALUCHE;1;Anual;CALLE                   ;GUARE?A                                           ;;;;;;;;
526;210000637;21;BARAJAS             ;TIMON               ;RESTAURANTE-BAR.MEAT LAND;2;Estacional;PASEO                   ;ZURRON                                            ;;;;;;;;
527;20000844;2;ARGANZUELA          ;LEGAZPI             ;LA TXASKA ETXEA;1;Anual;PASEO                   ;MOLINO                                            ;;;;;;;;
528;20000605;2;ARGANZUELA          ;IMPERIAL            ;CAFETERIA PIRAMIDES;1;Anual;GLORIETA                ;PIRAMIDES                                         ;;;;;;;;
529;20001935;2;ARGANZUELA          ;DELICIAS            ;SMALL COFFE DRINK;1;Anual;CALLE                   ;PLOMO                                             ;;;;;;;;
530;285004392;2;ARGANZUELA          ;ACACIAS             ;CERVECER?A 100 MONTADITOS;1;Anual;GLORIETA                ;PUERTA DE TOLEDO                                  ;;;;;;;;
531;20000182;2;ARGANZUELA          ;IMPERIAL            ;CAF? Y T?;1;Anual;GLORIETA                ;PUERTA DE TOLEDO                                  ;;;;;;;;
532;20000446;2;ARGANZUELA          ;PALOS DE MOGUER     ;BURGER KING;1;Anual;PASEO                   ;SANTA MARIA DE LA CABEZA                          ;;;;;;;;
534;270218168;2;ARGANZUELA          ;PALOS DE MOGUER     ;BAR EL SOTANILLO;1;Anual;PASEO                   ;SANTA MARIA DE LA CABEZA                          ;;;;;;;;
535;280018582;2;ARGANZUELA          ;ACACIAS             ;MESON VALLE DEL JERTE;1;Anual;CALLE                   ;RIBERA DE CURTIDORES                              ;;;;;;;;
538;270263160;17;VILLAVERDE          ;LOS ROSALES         ;CERVECERIA RESTAURANTE LA PARADA;1;Anual;CALLE                   ;JOSE DEL PINO                                     ;;;;;;;;
540;285007242;5;CHAMARTIN           ;HISPANOAMERICA      ;CAFE HELADOS;2;Estacional;CALLE                   ;COSTA RICA                                        ;;;;;;;;
542;270481743;19;VICALVARO           ;CASCO H.VICALVARO   ;BAR LA TUNA, CALAHORRA 23;2;Estacional;CALLE                   ;CALAHORRA                                         ;;;;;;;;
543;270453565;19;VICALVARO           ;VALDEBERNARDO;TABERNA LA ERA;2;Estacional;BULEVAR                 ;INDALECIO PRIETO                                  ;;;;;;;;
546;270306989;4;SALAMANCA           ;GUINDALERA          ;MEMPHIS COCKTAIL BAR;1;Anual;CALLE                   ;BRESCIA                                           ;;;;;;;;
547;270360388;4;SALAMANCA           ;GUINDALERA          ;CAFETERA JARA;1;Anual;CALLE                   ;FRANCISCO NAVACERRADA                             ;;;;;;;;
550;270440167;4;SALAMANCA           ;GOYA                ;CAFETERIA EL TREBOL;1;Anual;AVENIDA                 ;FELIPE II                                         ;;;;;;;;
551;280071074;15;CIUDAD LINEAL       ;VENTAS              ;CAFETERIA D?TOMAS;2;Estacional;AVENIDA                 ;MARQUES DE CORBERA                                ;;;;;;;;
552;270171390;15;CIUDAD LINEAL       ;QUINTANA            ;CAFETERIA BARREDA                                 ;2;Estacional;CALLE                   ;JOSE DEL HIERRO                                   ;;;;;;;;
554;50001969;5;CHAMARTIN           ;CASTILLA            ;RODILLA;1;Anual;CALLE                   ;PADRE FRANCISCO PALAU Y QUER                      ;;;;;;;;
556;270017643;2;ARGANZUELA          ;PALOS DE MOGUER     ;CERVECER?A MAVI;1;Anual;PASEO                   ;SANTA MARIA DE LA CABEZA                          ;;;;;;;;
559;270193865;2;ARGANZUELA          ;PALOS DE MOGUER     ;CERVECERIA HAVANA BLUES;1;Anual;PASEO                   ;SANTA MARIA DE LA CABEZA                          ;;;;;;;;
560;270054570;2;ARGANZUELA          ;ACACIAS             ;BAR EL PESCADOR CERVECERIA;1;Anual;RONDA                   ;TOLEDO                                            ;;;;;;;;
562;20001073;2;ARGANZUELA          ;CHOPERA             ;CAFETERIA TRANSMONTANO;1;Anual;CALLE                   ;TORRES MIRANDA                                    ;;;;;;;;
563;270405399;2;ARGANZUELA          ;PALOS DE MOGUER     ;ARROCERIA PUERTA DE ATOCHA;1;Anual;CALLE                   ;TORTOSA                                           ;;;;;;;;
564;20000492;2;ARGANZUELA          ;IMPERIAL            ;POR DEFINIR;1;Anual;PASEO                   ;VIRGEN DEL PUERTO                                 ;;;;;;;;
565;270531806;2;ARGANZUELA          ;IMPERIAL            ;LA ESQUINA DEL CALDERON;1;Anual;PASEO                   ;VIRGEN DEL PUERTO                                 ;;;;;;;;
568;20000708;2;ARGANZUELA          ;ACACIAS             ;TABERNA FANTASTICA;1;Anual;PASEO                   ;YESERIAS                                          ;;;;;;;;
569;270378436;2;ARGANZUELA          ;ACACIAS             ;CAFE DOMAR                                        ;1;Anual;PASEO                   ;YESERIAS                                          ;;;;;;;;
573;270543893;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;BAR LAS TAPAS;1;Anual;CALLE                   ;CULLA                                             ;;;;;;;;
574;270482945;8;FUENCARRAL-EL PARDO ;VALVERDE            ;SECABE CERVECERIA;2;Estacional;RONDA                   ;INGENIOSO HIDALGO                                 ;;;;;;;;
576;270543037;8;FUENCARRAL-EL PARDO ;VALVERDE            ;GOIKO GRILL;1;Anual;PASEO                   ;TIERRA DE MELIDE                                  ;;;;;;;;
578;270225437;4;SALAMANCA           ;GUINDALERA          ;CAFETERIA CERVECERIA BIARRITZ;1;Anual;CALLE                   ;BIARRITZ                                          ;;;;;;;;
579;140000447;14;MORATALAZ           ;PAVONES             ;BAR CASA MANOLO;2;Estacional;CALLE                   ;VALDEBERNARDO                                     ;;;;;;;;
581;110001307;11;CARABANCHEL         ;VISTA ALEGRE        ;SALVAZ;1;Anual;AVENIDA                 ;NUESTRA SE?ORA DE FATIMA                          ;;;;;;;;
582;270087195;5;CHAMARTIN           ;EL VISO             ;PUB FANNY;1;Anual;CALLE                   ;PRINCIPE DE VERGARA                               ;;;;;;;;
583;170000823;17;VILLAVERDE          ;LOS ROSALES         ;RESTAURANTE CHINO PROSPERIDAD II;2;Estacional;CALLE                   ;JUAN JOSE MARTINEZ SECO                           ;;;;;;;;
586;270419423;4;SALAMANCA           ;GOYA                ;CAFE Y TE;1;Anual;AVENIDA                 ;FELIPE II                                         ;;;;;;;;
587;270454744;14;MORATALAZ           ;MARROQUINA          ;BAR JANDRO;2;Estacional;CALLE                   ;ARROYO DE LAS PILILLAS                            ;;;;;;;;
588;270137940;9;MONCLOA-ARAVACA     ;VALDEZARZA          ;PLANETA SACONIA;2;Estacional;CALLE                   ;VALDERREY                                         ;;;;;;;;
589;270346193;10;LATINA              ;LAS AGUILAS         ;RESTAURANTE CHINO GUANG ZHOU;1;Anual;CALLE                   ;GUARE?A                                           ;;;;;;;;
590;280043793;10;LATINA              ;LAS AGUILAS         ;CASA CORONEL;1;Anual;CALLE                   ;GUARE?A                                           ;;;;;;;;
591;270549648;10;LATINA              ;LAS AGUILAS         ;BAR LOS XURROS;2;Estacional;CALLE                   ;GARAPALO                                          ;;;;;;;;
592;100001174;10;LATINA              ;LAS AGUILAS         ;24 CAMPANA;2;Estacional;CALLE                   ;GUARE?A                                           ;;;;;;;;
593;280041320;10;LATINA              ;PUERTA DEL ANGEL    ;R?TULO NO INFORMADO;1;Anual;PASEO                   ;EXTREMADURA                                       ;;;;;;;;
594;270402083;11;CARABANCHEL         ;BUENAVISTA          ;BAR MONTIJO;1;Anual;CALLE                   ;JOSE JORDAN                                       ;;;;;;;;
595;40000735;4;SALAMANCA           ;GOYA                ;RODILLA;1;Anual;CALLE                   ;O'DONNELL                                         ;;;;;;;;
596;20001084;2;ARGANZUELA          ;ACACIAS             ;EL VIEJO MADRID;1;Anual;PASEO                   ;SANTA MARIA DE LA CABEZA                          ;;;;;;;;
597;280016582;2;ARGANZUELA          ;IMPERIAL            ;OFICINAS PRIVADAS DE GESTION EMPRESA;2;Estacional;RONDA                   ;SEGOVIA                                           ;;;;;;;;
598;20001786;2;ARGANZUELA          ;ACACIAS             ;CAFETERIA RONDA DE TOLEDO;1;Anual;RONDA                   ;TOLEDO                                            ;;;;;;;;
603;270413162;2;ARGANZUELA          ;CHOPERA             ;VENTA MATADERO;1;Anual;PLAZA                   ;GENERAL MAROTO                                    ;;;;;;;;
605;280044139;9;MONCLOA-ARAVACA     ;ARGUELLES           ;BULEVART;1;Anual;CUESTA                  ;SAN VICENTE                                       ;;;;;;;;
606;280056405;13;PUENTE DE VALLECAS  ;NUMANCIA            ;BAR SEYDA;1;Anual;CALLE                   ;JOSEFA DIAZ                                       ;;;;;;;;
608;270490207;12;USERA               ;ORCASUR             ;EL RINCON DE CRUZ BLANCA;1;Anual;CALLE                   ;INDALECIO FERNANDEZ                               ;;;;;;;;
609;280049588;12;USERA               ;ORCASITAS           ;JORDAN CAFE BAR;1;Anual;CALLE                   ;GRAN AVENIDA                                      ;;;;;;;;
610;270190399;21;BARAJAS             ;CASCO H.BARAJAS     ;SALON DE JUEGOS;2;Estacional;AVENIDA                 ;LOGRO?O                                           ;;;;;;;;
612;270024547;9;MONCLOA-ARAVACA     ;CASA DE CAMPO       ;HOTEL FLORIDA NORTE;1;Anual;PASEO                   ;FLORIDA                                           ;;;;;;;;
613;285001213;1;CENTRO              ;PALACIO             ;100 MONTADITOS;1;Anual;CALLE                   ;GRAN VIA                                          ;;;;;;;;
614;270532418;1;CENTRO              ;UNIVERSIDAD         ;LA CUEVA DEL PINTXO;1;Anual;CALLE                   ;DESENGA?O                                         ;;;;;;;;
616;270541825;15;CIUDAD LINEAL       ;COSTILLARES         ;SOCCER;1;Anual;CALLE                   ;CALERUEGA                                         ;;;;;;;;
618;270472400;17;VILLAVERDE          ;BUTARQUE            ;CAFETERIA LOS ALPES;1;Anual;CALLE                   ;EDUARDO MARISTANY                                 ;;;;;;;;
622;270526036;3;RETIRO              ;PACIFICO            ;LA PIPARRA;1;Anual;CALLE                   ;CARIDAD                                           ;;;;;;;;
623;270060296;3;RETIRO              ;PACIFICO            ;BODEGUITA DONDE SIEMPRE;1;Anual;CALLE                   ;CAVANILLES                                        ;;;;;;;;
625;270159594;13;PUENTE DE VALLECAS  ;SAN DIEGO           ;LA CRUZ BLANCA;1;Anual;CALLE                   ;CARLOS MARTIN ALVAREZ                             ;;;;;;;;
627;280074088;15;CIUDAD LINEAL       ;SAN PASCUAL         ;LOS PAJARITOS;1;Anual;CALLE                   ;TORRELAGUNA                                       ;;;;;;;;
628;140000189;14;MORATALAZ           ;MARROQUINA          ;LAS VEGAS;1;Anual;PASAJE                  ;ORUSCO                                            ;;;;;;;;
629;90001120;9;MONCLOA-ARAVACA     ;CASA DE CAMPO       ;EL UROGALLO;1;Anual;PASEO                   ;FLORIDA                                           ;;;;;;;;
630;270397662;4;SALAMANCA           ;GUINDALERA          ;CAFETERIA GOMEZ;2;Estacional;AVENIDA                 ;TOREROS                                           ;;;;;;;;
631;270076664;4;SALAMANCA           ;GUINDALERA          ;CERVECERIA EL RUEDO;1;Anual;AVENIDA                 ;TOREROS                                           ;;;;;;;;
632;40001898;4;SALAMANCA           ;RECOLETOS           ;ANELL;1;Anual;CALLE                   ;SALUSTIANO OLOZAGA                                ;;;;;;;;
633;270531187;4;SALAMANCA           ;RECOLETOS           ;GIANGROSSI;1;Anual;CALLE                   ;VELAZQUEZ                                         ;;;;;;;;
634;270515016;4;SALAMANCA           ;RECOLETOS           ;HOTEL ADLER;1;Anual;CALLE                   ;GOYA                                              ;;;;;;;;
635;50000773;5;CHAMARTIN           ;NUEVA ESPA?A        ;RESTAURANTE KANBEY;1;Anual;CALLE                   ;COSTA RICA                                        ;;;;;;;;
637;270535757;5;CHAMARTIN           ;HISPANOAMERICA      ;PIZZERIA EMPANADILLAS BELISA;2;Estacional;CALLE                   ;URUGUAY                                           ;;;;;;;;
638;270096974;5;CHAMARTIN           ;CASTILLA            ;CAFETERIA RESTAURANTE LA CASCADA;2;Estacional;CALLE                   ;RAFAEL HERRERA                                    ;;;;;;;;
639;285006678;5;CHAMARTIN           ;PROSPERIDAD         ;SIN R?TULO;1;Anual;CALLE                   ;CORAZON DE MARIA                                  ;;;;;;;;
640;50000903;5;CHAMARTIN           ;NUEVA ESPA?A        ;EL ENFRIADOR CERVECERIA;1;Anual;CALLE                   ;PRINCIPE DE VERGARA                               ;;;;;;;;
641;280021158;5;CHAMARTIN           ;EL VISO             ;HAVANA 25;1;Anual;PASEO                   ;LA HABANA                                         ;;;;;;;;
642;50000198;5;CHAMARTIN           ;EL VISO             ;QUINTA';2;Estacional;CALLE                   ;MARCELIANO SANTA MARIA                            ;;;;;;;;
643;270544162;5;CHAMARTIN           ;HISPANOAMERICA      ;UDABERRI;2;Estacional;CALLE                   ;BOLIVIA                                           ;;;;;;;;
644;285007723;5;CHAMARTIN           ;CASTILLA            ;BAR HOGAR;1;Anual;CALLE                   ;CONDE DE TORRALBA                                 ;;;;;;;;
645;270191274;4;SALAMANCA           ;CASTELLANA          ;VIPS;1;Anual;CALLE                   ;VELAZQUEZ                                         ;;;;;;;;
646;280018455;2;ARGANZUELA          ;LEGAZPI             ;CERVECERIA FUENTECOBRE;1;Anual;CALLE                   ;PLOMO                                             ;;;;;;;;
647;280016994;2;ARGANZUELA          ;ACACIAS             ;CAFETERIA LA MOLOA;2;Estacional;GLORIETA                ;SANTA MARIA DE LA CABEZA                          ;;;;;;;;
648;20001019;2;ARGANZUELA          ;LEGAZPI             ;CAFETERIA TRASMONTANA RESTAURANTE;1;Anual;CALLE                   ;BOLIVAR                                           ;;;;;;;;
649;20001216;2;ARGANZUELA          ;CHOPERA             ;CAFETERIA LUZ TROPICAL;1;Anual;PASEO                   ;CHOPERA                                           ;;;;;;;;
650;270055843;2;ARGANZUELA          ;CHOPERA             ;CAFETERIA LA PESETA;1;Anual;CALLE                   ;JAIME EL CONQUISTADOR                             ;;;;;;;;
652;20001890;2;ARGANZUELA          ;LEGAZPI             ;CHURRERIA PATUCHURRO;1;Anual;CALLE                   ;EROS                                              ;;;;;;;;
656;270525522;5;CHAMARTIN           ;HISPANOAMERICA      ;ENME DE MADRID;2;Estacional;AVENIDA                 ;ALBERTO ALCOCER                                   ;;;;;;;;
661;200002036;20;SAN BLAS-CANILLEJAS ;ROSAS               ;CHISTO;1;Anual;CALLE                   ;SUECIA                                            ;;;;;;;;
662;270133268;9;MONCLOA-ARAVACA     ;CASA DE CAMPO       ;MESON EL CARIBE;1;Anual;PASEO                   ;FLORIDA                                           ;;;;;;;;
664;280017462;2;ARGANZUELA          ;DELICIAS            ;CAFETERIA MARKITOS;2;Estacional;CALLE                   ;EMBAJADORES                                       ;;;;;;;;
666;280045270;9;MONCLOA-ARAVACA     ;ARAVACA             ;HENRYS TAVERN;2;Estacional;AVENIDA                 ;EUROPA                                            ;;;;;;;;
667;20000464;2;ARGANZUELA          ;PALOS DE MOGUER     ;CERVECERIA LA CUCA?A;2;Estacional;CALLE                   ;BUSTAMANTE                                        ;;;;;;;;
668;280016766;2;ARGANZUELA          ;ACACIAS             ;RTE. TOMATE Y BOGAVANTE;2;Estacional;PASEO                   ;ACACIAS                                           ;;;;;;;;
671;270537675;18;VILLA DE VALLECAS   ;ENSANCHE DE VALLECAS;RESTAURANTE CERVECERIA NUEVA YORK;2;Estacional;CALLE                   ;VILLALUENGA DE LA SAGRA                           ;;;;;;;;
672;270379122;3;RETIRO              ;LOS JERONIMOS       ;VALENTINA;1;Anual;PASEO                   ;INFANTA ISABEL                                    ;;;;;;;;
673;200001128;20;SAN BLAS-CANILLEJAS ;SIMANCAS            ;BAR AJERO;2;Estacional;CALLE                   ;ZUBIETA                                           ;;;;;;;;
676;200001335;20;SAN BLAS-CANILLEJAS ;SIMANCAS            ;BAR ZAYAS ME DA IGUAL;1;Anual;CALLE                   ;ZAYAS                                             ;;;;;;;;
677;270171790;15;CIUDAD LINEAL       ;QUINTANA            ;ALAMBIQUE;1;Anual;CALLE                   ;HERMANOS DE PABLO                                 ;;;;;;;;
683;40001823;4;SALAMANCA           ;GUINDALERA          ;101 MONTADITOS;1;Anual;AVENIDA                 ;BRUSELAS                                          ;;;;;;;;
685;285005425;2;ARGANZUELA          ;DELICIAS            ;CAFE MARIANA;1;Anual;CALLE                   ;JUAN DE MARIANA                                   ;;;;;;;;
